time,synthetic_demand
2020-01-01 00:00:00,93.38039553459652
2020-01-01 01:00:00,96.4989248623369
2020-01-01 02:00:00,98.55618562550647
2020-01-01 03:00:00,100.98671335445546
2020-01-01 04:00:00,105.73134384002489
2020-01-01 05:00:00,108.47365424648852
2020-01-01 06:00:00,114.0743892663079
2020-01-01 07:00:00,119.57119546900891
2020-01-01 08:00:00,118.07878902275019
2020-01-01 09:00:00,119.07826914070246
2020-01-01 10:00:00,121.54822262711389
2020-01-01 11:00:00,120.50273379909486
2020-01-01 12:00:00,118.23870647752875
2020-01-01 13:00:00,113.53812671302167
2020-01-01 14:00:00,112.01641022463626
2020-01-01 15:00:00,109.66532781167574
2020-01-01 16:00:00,101.56130309830824
2020-01-01 17:00:00,99.35080663943786
2020-01-01 18:00:00,92.78400882718441
2020-01-01 19:00:00,90.87354483913732
2020-01-01 20:00:00,87.38507593025949
2020-01-01 21:00:00,89.11653946647779
2020-01-01 22:00:00,86.56284742885984
2020-01-01 23:00:00,90.16666693775724
2020-01-02 00:00:00,91.4323762122824
2020-01-02 01:00:00,93.09468878277067
2020-01-02 02:00:00,91.46763947988453
2020-01-02 03:00:00,98.9204304400093
2020-01-02 04:00:00,103.6106985622154
2020-01-02 05:00:00,107.5917782587267
2020-01-02 06:00:00,107.64756549171665
2020-01-02 07:00:00,112.53905561401602
2020-01-02 08:00:00,113.56477321522108
2020-01-02 09:00:00,115.01991885137194
2020-01-02 10:00:00,118.87362432811585
2020-01-02 11:00:00,114.22743116750621
2020-01-02 12:00:00,113.8921469659653
2020-01-02 13:00:00,112.97861981915428
2020-01-02 14:00:00,106.60581417842663
2020-01-02 15:00:00,103.64275918484098
2020-01-02 16:00:00,99.96160839499994
2020-01-02 17:00:00,95.7903621970864
2020-01-02 18:00:00,89.44535375914252
2020-01-02 19:00:00,88.83272327493063
2020-01-02 20:00:00,88.93950105682853
2020-01-02 21:00:00,81.57800482863105
2020-01-02 22:00:00,85.84121574410788
2020-01-02 23:00:00,84.8336521608608
2020-01-03 00:00:00,84.75986883592923
2020-01-03 01:00:00,92.35354838065929
2020-01-03 02:00:00,92.87722693084784
2020-01-03 03:00:00,92.42537159666908
2020-01-03 04:00:00,98.66468676436213
2020-01-03 05:00:00,103.31557553850364
2020-01-03 06:00:00,105.12366790261525
2020-01-03 07:00:00,109.6574187849175
2020-01-03 08:00:00,110.19673058483717
2020-01-03 09:00:00,112.79822162106876
2020-01-03 10:00:00,114.48042086980884
2020-01-03 11:00:00,109.37534063210256
2020-01-03 12:00:00,109.28740318174528
2020-01-03 13:00:00,105.25403082066488
2020-01-03 14:00:00,103.05226184268233
2020-01-03 15:00:00,96.57734648456987
2020-01-03 16:00:00,93.73538512299815
2020-01-03 17:00:00,90.49822919843659
2020-01-03 18:00:00,89.00200426137054
2020-01-03 19:00:00,86.36764731614282
2020-01-03 20:00:00,79.0657465439995
2020-01-03 21:00:00,78.67445111416407
2020-01-03 22:00:00,81.11435838756195
2020-01-03 23:00:00,76.42088182306847
2020-01-04 00:00:00,81.0457822905623
2020-01-04 01:00:00,84.21168217202951
2020-01-04 02:00:00,90.05002601585223
2020-01-04 03:00:00,92.52113159190186
2020-01-04 04:00:00,94.3198367778563
2020-01-04 05:00:00,98.02884177114737
2020-01-04 06:00:00,101.75457631389527
2020-01-04 07:00:00,108.24686998167802
2020-01-04 08:00:00,106.54073038263951
2020-01-04 09:00:00,108.08628492240321
2020-01-04 10:00:00,109.70525138636171
2020-01-04 11:00:00,108.05224112865157
2020-01-04 12:00:00,106.227496316187
2020-01-04 13:00:00,101.87043192637792
2020-01-04 14:00:00,100.87249572769201
2020-01-04 15:00:00,96.34494052208122
2020-01-04 16:00:00,95.69157014201215
2020-01-04 17:00:00,90.8492296489209
2020-01-04 18:00:00,85.99761071286709
2020-01-04 19:00:00,84.44599706863485
2020-01-04 20:00:00,80.25705883672087
2020-01-04 21:00:00,81.78503377651157
2020-01-04 22:00:00,79.42066235191325
2020-01-04 23:00:00,81.37780492558609
2020-01-05 00:00:00,79.39033552982006
2020-01-05 01:00:00,85.29429729531874
2020-01-05 02:00:00,84.5486778957041
2020-01-05 03:00:00,87.65462068736099
2020-01-05 04:00:00,95.14131405169874
2020-01-05 05:00:00,97.9341066232845
2020-01-05 06:00:00,103.74165128463832
2020-01-05 07:00:00,111.03689293426481
2020-01-05 08:00:00,107.26800763133289
2020-01-05 09:00:00,109.16539109848503
2020-01-05 10:00:00,111.31306750038215
2020-01-05 11:00:00,111.36188836271087
2020-01-05 12:00:00,108.52831382915453
2020-01-05 13:00:00,106.11958866746302
2020-01-05 14:00:00,104.9037670087155
2020-01-05 15:00:00,101.0419990423652
2020-01-05 16:00:00,94.2249478828351
2020-01-05 17:00:00,92.47647707604824
2020-01-05 18:00:00,89.36273667459552
2020-01-05 19:00:00,84.39646858981787
2020-01-05 20:00:00,84.99786683001435
2020-01-05 21:00:00,81.64649371542379
2020-01-05 22:00:00,85.1923063344904
2020-01-05 23:00:00,84.54299130704011
2020-01-06 00:00:00,86.22142259568172
2020-01-06 01:00:00,87.60810320989954
2020-01-06 02:00:00,91.98976530833139
2020-01-06 03:00:00,92.13834433017655
2020-01-06 04:00:00,97.99650495045286
